,Mass,Radius
0,0.045820224,4.7373743
1,0.018137172,19.730496
2,0.075412452,3.8741651
3,0.029592228,24.252067999999998
4,0.051547752,8.960933599999999
5,0.027683052,13.461953
6,0.040092696000000004,3.185653
7,0.040092696000000004,2.9390218
8,0.021955524,5.857491
9,0.011455056,4.110519999999999
10,0.03818352,3.4939419999999997
11,0.027683052,9.865248
12,0.049638576000000004,7.193409999999999
13,0.049638576000000004,5.240913
14,0.01909176,16.750369
15,0.01909176,13.35919
16,0.044865636,7.193409999999999
17,0.044865636,11.406692999999999
18,0.014318820000000001,10.379062999999999
19,0.01909176,15.928265
20,0.025773876,15.619976
21,0.031501404000000004,3.5967049999999996
22,0.074457864,5.446439
23,0.06204822,18.908392
24,0.06204822,2.466312
25,0.07636704,1.6647606
26,0.046774812,4.624334999999999
27,0.084003744,4.829860999999999
28,0.021955524,19.730496
29,0.04295646,6.063016999999999
30,0.017182584,8.221039999999999
31,0.051547752,10.070774
32,0.069684924,2.7746009999999997
33,0.069684924,2.1477467
34,0.070639512,9.043144
35,0.05250234,39.04994
36,0.09736797600000001,4.932624
37,0.01909176,3.0623373999999997
38,0.028637640000000002,1.9113918
39,0.07636704,8.734855
40,0.0954588,3.4939419999999997
41,0.037228932,14.592346
42,0.045820224,3.0315084999999997
43,0.021000936,8.426566
44,0.061093632,4.316046
45,0.068730336,7.090647
46,0.061093632,4.521572
47,0.020046348000000002,6.576832
48,0.044865636,7.5016989999999995
49,0.064911984,4.110519999999999
50,0.058229868000000004,4.276996059999999
51,0.026728464,3.5555998
52,0.036274344,10.481826
53,0.053456928,4.007757
54,0.063957396,6.679595
55,0.07159410000000001,5.240913
56,0.068730336,6.16578
57,0.024819288000000002,1.3770242
58,0.039138108,3.0417848
59,0.035319756,2.6512854
60,0.041047284,5.035387
61,0.067775748,5.651965
62,0.064911984,6.16578
63,0.042001872,1.6544843
64,0.049638576000000004,3.5967049999999996
65,0.045820224,4.4188089999999995
66,0.084003744,5.651965
67,0.043911048,7.912750999999999
68,0.059184456,2.41801339
69,0.061093632,4.4188089999999995
70,0.073503276,2.8362588
71,0.0477294,5.1381499999999996
72,0.040092696000000004,2.0552599999999996
73,0.030546816,1.7880761999999997
74,0.046774812,6.063016999999999
75,0.042001872,4.727098
76,0.048683988000000004,5.651965
77,0.025773876,6.16578
78,0.046774812,5.446439
79,0.040092696000000004,3.5350471999999997
80,0.041047284,0.6696037079999999
81,0.03818352,0.6696037079999999
82,0.061093632,5.035387
83,0.034365168,18.497339999999998
84,0.007636704,16.750369
85,0.008591292,6.474068999999999
86,0.031501404000000004,1.8702865999999998
87,0.028637640000000002,14.078531
88,0.035319756,13.256426999999999
89,0.061093632,3.185653
90,0.016227996,22.299571
91,0.040092696000000004,3.6994679999999995
92,0.039138108,4.6859928
93,0.0238647,26.923906
94,0.044865636,3.904994
95,0.060139044,6.268542999999999
96,0.055366104,6.268542999999999
97,0.063957396,10.379062999999999
98,0.048683988000000004,6.679595
99,0.042001872,4.932624
100,0.060139044,5.240913
101,0.030546816,3.0520610999999995
102,0.056320692,15.311687
103,0.020046348000000002,3.904994
104,0.072548688,3.9563754999999996
105,0.068730336,4.829860999999999
106,0.087822096,7.398935999999999
107,0.056320692,4.829860999999999
108,0.0105959268,10.687351999999999
109,0.008591292,10.687351999999999
110,0.07159410000000001,3.6069812999999997
111,0.042001872,2.1271940999999996
112,0.042001872,7.296173
113,0.065866572,4.727098
114,0.057275280000000005,2.4560356999999997
115,0.075412452,5.446439
116,0.054411516,3.4939419999999997
117,0.051547752,6.885121
118,0.060139044,5.240913
119,0.042001872,3.802231
120,0.028637640000000002,6.987883999999999
121,0.067775748,4.521572
122,0.040092696000000004,4.932624
123,0.041047284,3.6994679999999995
124,0.067775748,11.30393
125,0.046774812,5.1381499999999996
126,0.039138108,2.877364
127,0.069684924,6.16578
128,0.022910112,11.714982
129,0.044865636,9.248669999999999
130,0.04295646,4.007757
131,0.073503276,1.9011155
132,0.063957396,14.181294
133,0.091640448,4.727098
134,0.0238647,10.790115
135,0.043911048,6.679595
136,0.06682116,4.829860999999999
137,0.065866572,6.371306
138,0.0062048220000000005,8.221039999999999
139,0.089731272,11.612219
140,0.043911048,3.2986923
141,0.05250234,2.7026669
142,0.021000936,9.556958999999999
143,0.025773876,15.825501999999998
144,0.058229868000000004,3.904994
145,0.040092696000000004,3.5967049999999996
146,0.069684924,6.576832
147,0.011455056,5.754728
148,0.022910112,5.754728
149,0.016227996,15.208924
150,0.084003744,6.885121
151,0.07636704,7.604462
152,0.005727528,2.0552599999999996
153,0.014318820000000001,3.6891916999999994
154,0.00954588,3.6891916999999994
155,0.028637640000000002,2.5999038999999997
156,0.045820224,4.7373743
157,0.018137172,19.730496
158,0.075412452,3.8741651
159,0.029592228,24.252067999999998
160,0.051547752,8.960933599999999
161,0.027683052,13.461953
162,0.040092696000000004,3.185653
